League,Year,Season,Type,blueTeamTag,blueResult,redResult,redTeamTag,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,blueBans,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,redBans
LCK,2015,Spring,Season,SSG,0,1,CJE,Lulu,LeeSin,JarvanIV,KogMaw,Thresh,"Leblanc, Annie, RekSai",Maokai,Sejuani,Vladimir,Urgot,Morgana,"Nidalee, Rumble, Kennen"
LCK,2015,Spring,Season,CJE,1,0,SSG,Sion,Nunu,Vladimir,Sivir,Annie,"Nidalee, Rumble, Lissandra",Maokai,Sejuani,Azir,KogMaw,Morgana,"Leblanc, Lulu, Urgot"
LCK,2015,Spring,Season,NJE,1,0,IM,Gnar,Sejuani,TwistedFate,Sivir,Alistar,"Cassiopeia, Maokai, Leblanc",Rumble,Nautilus,Urgot,Corki,Janna,"Kalista, RekSai, Xerath"
LCK,2015,Spring,Season,IM,0,1,NJE,Maokai,RekSai,Urgot,Sivir,Leona,"Lulu, Lissandra, Xerath",Fizz,Sejuani,TwistedFate,Lucian,Thresh,"Cassiopeia, Leblanc, Kalista"
LCK,2015,Spring,Season,SKT,1,0,JAG,Hecarim,Sejuani,Anivia,Urgot,Alistar,"Lulu, Xerath, Kalista",Trundle,RekSai,Lissandra,Corki,Annie,"Leblanc, Rumble, Maokai"
LCK,2015,Spring,Season,JAG,0,1,SKT,Maokai,JarvanIV,Karthus,Graves,Annie,"Leblanc, Rumble, Anivia",Hecarim,Sejuani,Vladimir,Kalista,Thresh,"Lulu, RekSai, Xerath"
LCK,2015,Spring,Season,GET,1,0,NJE,Gnar,Nidalee,Cassiopeia,Kalista,Nautilus,"Annie, Leblanc, TwistedFate",Rumble,Sejuani,Xerath,Twitch,Thresh,"Urgot, Lulu, Evelynn"
LCK,2015,Spring,Season,NJE,0,1,GET,Gnar,Sejuani,Leblanc,Twitch,Alistar,"Urgot, Nidalee, Cassiopeia",Hecarim,RekSai,Lissandra,Sivir,Nautilus,"Kalista, TwistedFate, Annie"
LCK,2015,Spring,Season,SSG,0,1,SKT,Rumble,LeeSin,Vladimir,KogMaw,Morgana,"Cassiopeia, Xerath, Kalista",Gnar,Sejuani,Lulu,Ezreal,Kennen,"Nidalee, Leblanc, Urgot"
LCK,2015,Spring,Season,SKT,1,0,SSG,Gnar,Sejuani,Vladimir,Kalista,Kennen,"Nidalee, Leblanc, Lulu",Rumble,Nunu,Fizz,Graves,Nautilus,"Cassiopeia, Xerath, Urgot"
LCK,2015,Spring,Season,IM,0,1,kt,Gnar,Nunu,Chogath,KogMaw,Janna,"Thresh, Lulu, Leblanc",Maokai,RekSai,Kennen,Sivir,Alistar,"Urgot, Kalista, Sejuani"
LCK,2015,Spring,Season,kt,1,0,IM,Maokai,Sejuani,Lissandra,Sivir,Thresh,"Urgot, Cassiopeia, Chogath",Lulu,Nunu,Ezreal,KogMaw,Janna,"Kalista, Leblanc, RekSai"
LCK,2015,Spring,Season,CJE,1,0,JAG,Rumble,Nunu,Chogath,Sivir,Nautilus,"Xerath, Annie, Lissandra",Maokai,RekSai,TwistedFate,Lucian,Alistar,"Urgot, Kalista, Leblanc"
LCK,2015,Spring,Season,JAG,0,1,CJE,Nautilus,JarvanIV,Xerath,Ezreal,Janna,"Leblanc, Nunu, Rumble",Kennen,RekSai,Chogath,Corki,Blitzcrank,"Kalista, Sivir, Urgot"
LCK,2015,Spring,Season,JAG,0,1,kt,Morgana,Gragas,Xerath,Sivir,Janna,"Thresh, Lissandra, RekSai",Kennen,JarvanIV,Leblanc,Corki,Nautilus,"Urgot, Kalista, Cassiopeia"
LCK,2015,Spring,Season,kt,1,0,JAG,Hecarim,Sejuani,Kennen,KogMaw,Thresh,"Cassiopeia, RekSai, Xerath",Rumble,JarvanIV,Lissandra,Sivir,Janna,"Kalista, Leblanc, Urgot"
LCK,2015,Spring,Season,CJE,1,0,IM,Rumble,Nunu,Vladimir,Urgot,Thresh,"Cassiopeia, Gnar, Sivir",Maokai,LeeSin,Xerath,Kalista,Irelia,"Hecarim, RekSai, Leblanc"
LCK,2015,Spring,Season,IM,0,1,CJE,Hecarim,RekSai,Chogath,Graves,Kennen,"Vladimir, Thresh, Leblanc",Jax,Nunu,Malzahar,Sivir,Nautilus,"Cassiopeia, Urgot, Kalista"
LCK,2015,Spring,Season,GET,0,1,SKT,Gnar,Nautilus,Azir,Graves,Kennen,"Leblanc, Maokai, Hecarim",Rumble,Nunu,Lulu,Sivir,Janna,"RekSai, Kalista, Urgot"
LCK,2015,Spring,Season,SKT,1,0,GET,Gnar,Sejuani,Cassiopeia,Sivir,Janna,"RekSai, Nidalee, Lulu",Hecarim,Nunu,Azir,KogMaw,Nami,"Urgot, Kalista, Leblanc"
LCK,2015,Spring,Season,SSG,0,1,NJE,Maokai,Nidalee,Cassiopeia,Lucian,Nami,"Leblanc, TwistedFate, Sejuani",Rumble,RekSai,Xerath,Ezreal,Nautilus,"Hecarim, Urgot, Kalista"
LCK,2015,Spring,Season,NJE,0,1,SSG,Hecarim,JarvanIV,Xerath,Ezreal,Braum,"Urgot, Chogath, Azir",RekSai,Nidalee,Zed,Sivir,Nautilus,"Kalista, Leblanc, Cassiopeia"
LCK,2015,Spring,Season,SSG,1,0,NJE,Hecarim,Nunu,Chogath,Sivir,Alistar,"Leblanc, TwistedFate, Cassiopeia",Gnar,Nidalee,Lulu,Tristana,Thresh,"Urgot, Kalista, RekSai"
LCK,2015,Summer,Season,ANC,0,1,NJE,Gnar,RekSai,Leblanc,Lucian,Janna,"Azir, Cassiopeia, Lulu",Maokai,Gragas,Kassadin,Vayne,Alistar,"Thresh, Kalista, Zed"
LCK,2015,Summer,Season,NJE,0,1,ANC,Gnar,Gragas,Cassiopeia,Corki,Alistar,"Hecarim, Thresh, Zed",Maokai,Evelynn,Ahri,Lucian,Annie,"Kalista, Azir, Leblanc"
LCK,2015,Summer,Season,ANC,1,0,NJE,Maokai,JarvanIV,Zed,Corki,Morgana,"Azir, Gragas, Alistar",Gnar,Sejuani,Leblanc,Lucian,Thresh,"Evelynn, RekSai, Kalista"
LCK,2015,Summer,Season,SSG,1,0,SBENU,Hecarim,Nunu,Azir,Lucian,Janna,"Leblanc, Gragas, Sejuani",Maokai,LeeSin,Fizz,Sivir,Nautilus,"Cassiopeia, RekSai, Kalista"
LCK,2015,Summer,Season,SBENU,0,1,SSG,Maokai,Gragas,Ziggs,Lucian,Alistar,"Hecarim, Cassiopeia, Leblanc",Gnar,RekSai,Lulu,Jinx,Thresh,"Kalista, TwistedFate, Azir"
LCK,2015,Summer,Season,CJE,0,1,ANC,Maokai,RekSai,Ziggs,Vayne,Nautilus,"Zed, Gnar, Leblanc",Hecarim,Gragas,Vladimir,Sivir,Thresh,"Azir, Kalista, Shyvana"
LCK,2015,Summer,Season,ANC,0,1,CJE,Maokai,Evelynn,Leblanc,Ezreal,Alistar,"Gragas, Azir, Shyvana",Rumble,Sejuani,Jayce,Sivir,Thresh,"Zed, Gnar, Kalista"
LCK,2015,Summer,Season,ANC,0,1,CJE,Hecarim,Gragas,Vladimir,Sivir,Morgana,"Azir, Shyvana, Jayce",Rumble,Sejuani,Cassiopeia,Jinx,Thresh,"Zed, Gnar, Kalista"
LCK,2015,Summer,Season,kt,1,0,SSG,Gnar,Sejuani,Azir,Jinx,Alistar,"Lulu, Gragas, Leblanc",Hecarim,Nunu,Cassiopeia,Sivir,Morgana,"Kalista, RekSai, Thresh"
LCK,2015,Summer,Season,SSG,0,1,kt,Maokai,LeeSin,Morgana,Kalista,Alistar,"Thresh, Sejuani, Gragas",Hecarim,RekSai,Leblanc,Urgot,Braum,"Azir, Lulu, Nunu"
LCK,2015,Summer,Season,JAG,1,0,Longzhu,Hecarim,Sejuani,Azir,Ezreal,Alistar,"Gnar, Leblanc, RekSai",Maokai,LeeSin,Cassiopeia,Urgot,Thresh,"Kalista, Bard, Gragas"
LCK,2015,Summer,Season,Longzhu,0,1,JAG,Kassadin,RekSai,Cassiopeia,Corki,Thresh,"Bard, Sejuani, Alistar",Rumble,Gragas,Yasuo,Sivir,Janna,"Kalista, Azir, Leblanc"
LCK,2015,Summer,Season,SKT,1,0,SSB,Hecarim,Gragas,Azir,Urgot,Alistar,"Leblanc, Maokai, Sejuani",Rumble,RekSai,Lulu,KogMaw,Nautilus,"Kalista, Cassiopeia, Gnar"
LCK,2015,Summer,Season,SSB,0,1,SKT,Kennen,Sejuani,Lulu,Sivir,Nautilus,"Cassiopeia, Leblanc, RekSai",Rumble,Nunu,Ezreal,Lucian,Alistar,"Maokai, Gragas, Kalista"
LCK,2015,Summer,Season,KOO,0,1,NJE,Maokai,RekSai,Vladimir,Lucian,Lulu,"Leblanc, Zed, Gnar",Nautilus,Gragas,Ahri,Vayne,Alistar,"Kalista, Azir, Cassiopeia"
LCK,2015,Summer,Season,NJE,0,1,KOO,Maokai,RekSai,Ahri,Sivir,Nautilus,"Azir, Cassiopeia, Lulu",Gnar,Gragas,Kassadin,Corki,Morgana,"Kalista, Vayne, Leblanc"
LCK,2015,Summer,Season,KOO,0,1,NJE,Gnar,RekSai,Lulu,Sivir,Annie,"Leblanc, Nautilus, Gragas",Maokai,Sejuani,Ahri,Vayne,Alistar,"Azir, Cassiopeia, Kalista"
LCK,2015,Summer,Season,JAG,1,0,ANC,Rumble,Gragas,Lulu,Vayne,Alistar,"Zed, Ahri, Gnar",Hecarim,RekSai,Vladimir,Lucian,Thresh,"Azir, Kalista, Bard"
LCK,2015,Summer,Season,ANC,0,1,JAG,Gnar,Evelynn,Leblanc,Kalista,Thresh,,Rumble,Sejuani,Lulu,Urgot,Alistar,
LCK,2015,Summer,Season,kt,1,0,CJE,Yasuo,Gragas,Leblanc,Sivir,Nautilus,"Kalista, Maokai, Azir",Gnar,RekSai,Kassadin,Urgot,Thresh,"Sejuani, Alistar, Cassiopeia"
LCK,2015,Summer,Season,CJE,1,0,kt,Maokai,LeeSin,Cassiopeia,Vayne,Nautilus,"Yasuo, Gragas, Sejuani",Lulu,RekSai,Orianna,Jinx,Alistar,"Thresh, Azir, Kalista"
LCK,2015,Summer,Season,kt,0,1,CJE,Hecarim,Evelynn,Leblanc,Sivir,Alistar,"Vayne, Kalista, Maokai",Shyvana,Nunu,Azir,Jinx,Thresh,"Yasuo, Gragas, Sejuani"
LCK,2015,Summer,Season,KOO,0,1,SSG,Rumble,Gragas,Lulu,Jinx,Thresh,"Maokai, Alistar, Leblanc",Gnar,RekSai,TwistedFate,Sivir,Bard,"Kalista, Azir, Cassiopeia"
LCK,2015,Summer,Season,SSG,0,1,KOO,RekSai,LeeSin,TwistedFate,Corki,Bard,"Cassiopeia, Leblanc, Gragas",Maokai,Sejuani,Kassadin,Lucian,Alistar,"Kalista, Sivir, Azir"
LCK,2015,Summer,Season,SSG,0,1,KOO,Gnar,RekSai,Lulu,Jinx,Thresh,"Cassiopeia, Leblanc, Sejuani",Riven,Evelynn,TwistedFate,Sivir,Alistar,"Kalista, Azir, Gragas"
LCK,2015,Summer,Season,NJE,0,1,SKT,Maokai,Sejuani,Ahri,Vayne,Nunu,"Varus, Azir, Leblanc",Rumble,RekSai,Cassiopeia,Corki,Alistar,"Kalista, Gragas, Nautilus"
LCK,2015,Summer,Season,SKT,1,0,NJE,Nunu,Sejuani,Varus,Lucian,Janna,"Kalista, Gragas, Leblanc",Gnar,RekSai,Lulu,Jinx,Thresh,"Azir, Cassiopeia, Alistar"
LCK,2015,Summer,Season,ANC,0,1,Longzhu,Nautilus,Gragas,Lulu,Jinx,Morgana,"Azir, Gnar, Leblanc",Hecarim,RekSai,Cassiopeia,Corki,Alistar,"Kalista, Zed, Ahri"
LCK,2015,Summer,Season,Longzhu,0,1,ANC,Gnar,Gragas,Lulu,Kalista,Thresh,"Zed, Ahri, Vladimir",Hecarim,Sejuani,Leblanc,Sivir,Alistar,"Azir, Urgot, Cassiopeia"
LCK,2015,Summer,Season,ANC,0,1,Longzhu,Hecarim,Sejuani,Lulu,Jinx,Nautilus,"Azir, Urgot, RekSai",Gnar,Gragas,Cassiopeia,Sivir,Alistar,"Zed, Kalista, Leblanc"
LCK,2015,Summer,Season,CJE,1,0,SSB,Rumble,Nunu,Azir,Vayne,Thresh,"Lulu, Sejuani, Maokai",Irelia,RekSai,Leblanc,Sivir,Alistar,"Cassiopeia, Kalista, Gragas"
LCK,2015,Summer,Season,SSB,0,1,CJE,Maokai,Sejuani,Vladimir,Jinx,Alistar,"Cassiopeia, Vayne, Azir",Rumble,Nunu,Varus,Sivir,Janna,"Kalista, Gragas, Leblanc"
LCK,2015,Summer,Season,JAG,0,1,kt,Rumble,RekSai,Varus,Vayne,Alistar,"Leblanc, Sejuani, Sivir",Maokai,Evelynn,Cassiopeia,Kalista,Annie,"Azir, Gragas, Bard"
LCK,2015,Summer,Season,kt,1,0,JAG,Maokai,Evelynn,Cassiopeia,Sivir,Braum,"Azir, Bard, Sejuani",Rumble,RekSai,Yasuo,Corki,Alistar,"Leblanc, Kalista, Gragas"
LCK,2015,Summer,Season,SKT,1,0,KOO,Rumble,Evelynn,Irelia,Corki,Alistar,"Lulu, Viktor, Maokai",Hecarim,Gragas,Azir,Sivir,Janna,"Kalista, Leblanc, Varus"
LCK,2015,Summer,Season,KOO,0,1,SKT,RekSai,Evelynn,Azir,Sivir,Nautilus,"Alistar, Leblanc, Rumble",Maokai,Gragas,KogMaw,Vayne,Janna,"Viktor, Lulu, Kalista"
LCK,2015,Summer,Season,SSG,1,0,JAG,Ryze,Nidalee,Leblanc,Sivir,Alistar,"Sejuani, Bard, Gragas",Rumble,Evelynn,Azir,Vayne,Veigar,"Kalista, TwistedFate, RekSai"
LCK,2015,Summer,Season,JAG,1,0,SSG,Maokai,RekSai,Leblanc,Corki,Nautilus,"Gnar, Sivir, Alistar",Ryze,Nidalee,Azir,Lucian,Thresh,"Gragas, Sejuani, Kalista"
LCK,2015,Summer,Season,JAG,1,0,SSG,Maokai,Nidalee,Azir,Kalista,Thresh,"Gnar, Sivir, Alistar",RekSai,Evelynn,Cassiopeia,Varus,Nami,"Sejuani, Gragas, Leblanc"
LCK,2015,Summer,Season,NJE,1,0,LZ,Hecarim,Gragas,Cassiopeia,Tristana,Nautilus,"Viktor, Leblanc, Varus",Gnar,Sejuani,Azir,Sivir,Janna,"Kalista, Vayne, Alistar"
LCK,2015,Summer,Season,LZ,0,1,NJE,Maokai,Evelynn,Leblanc,Lucian,Janna,"Vayne, Alistar, Kalista",Rumble,RekSai,Kassadin,Sivir,Nautilus,"Viktor, Gragas, Varus"
LCK,2015,Summer,Season,KOO,1,0,CJE,Rumble,Evelynn,Cassiopeia,Corki,Alistar,"Sivir, Nunu, Sejuani",Maokai,Gragas,Azir,Vayne,Janna,"Kalista, Viktor, Leblanc"
LCK,2015,Summer,Season,CJE,1,0,KOO,Rumble,Nunu,Jayce,Corki,Alistar,"Viktor, Evelynn, Leblanc",Gnar,Gragas,Azir,Ezreal,Bard,"Kalista, Sivir, Sejuani"
LCK,2015,Summer,Season,CJE,1,0,KOO,Maokai,LeeSin,Cassiopeia,Sivir,Thresh,"Viktor, Leblanc, Gragas",Rumble,Sejuani,Azir,Corki,Nautilus,"Kalista, Alistar, Evelynn"
LCK,2015,Summer,Season,SSB,0,1,JAG,Rumble,Sejuani,Leblanc,Jinx,Thresh,"Azir, Cassiopeia, Bard",Maokai,RekSai,Lissandra,Sivir,Nautilus,"Kalista, Gragas, Alistar"
LCK,2015,Summer,Season,JAG,1,0,SSB,Gnar,Gragas,Cassiopeia,Corki,Nautilus,"Sivir, Sejuani, RekSai",Rumble,Evelynn,Varus,Lucian,Alistar,"Kalista, Leblanc, Maokai"
LCK,2015,Summer,Season,SSG,0,1,SKT,Maokai,Evelynn,Ahri,Lucian,Alistar,"Azir, Cassiopeia, Sivir",Rumble,Gragas,Vladimir,Corki,Janna,"Leblanc, Kalista, RekSai"
LCK,2015,Summer,Season,SKT,0,1,SSG,Rumble,Evelynn,Cassiopeia,Ezreal,Braum,"Leblanc, RekSai, Sivir",Hecarim,Gragas,Fizz,Corki,Nautilus,"Kalista, Alistar, Azir"
LCK,2015,Summer,Season,SKT,1,0,SSG,Maokai,RekSai,Viktor,Ezreal,Thresh,"Fizz, Sivir, Leblanc",Hecarim,Nidalee,Cassiopeia,Corki,Nautilus,"Kalista, Alistar, Gragas"
LCK,2015,Summer,Season,LZ,1,0,kt,Rumble,Gragas,Varus,Vayne,Thresh,"Hecarim, Ryze, Evelynn",Maokai,Sejuani,Cassiopeia,Kalista,Alistar,"Viktor, Leblanc, RekSai"
LCK,2015,Summer,Season,kt,1,0,LZ,Fizz,Rengar,Leblanc,Sivir,Alistar,"Viktor, Gragas, Kalista",Rumble,Sejuani,Varus,Vayne,Thresh,"Hecarim, Ryze, Evelynn"
LCK,2015,Summer,Season,LZ,0,1,kt,Rumble,Gragas,Azir,Tristana,Janna,"Hecarim, Ryze, Leblanc",Maokai,RekSai,Cassiopeia,Kalista,Alistar,"Viktor, Vayne, Thresh"
LCK,2015,Summer,Season,SSB,0,1,NJE,Fizz,RekSai,Viktor,Vayne,Thresh,"Ryze, Alistar, Zed",Rumble,Evelynn,Leblanc,Sivir,Nautilus,"Kalista, Varus, Gragas"
LCK,2015,Summer,Season,NJE,1,0,SSB,Hecarim,LeeSin,Viktor,Kalista,Alistar,"Fizz, Varus, Leblanc",Rumble,RekSai,TwistedFate,Tristana,Thresh,"Ryze, Gragas, Evelynn"
LCK,2015,Summer,Season,SKT,1,0,ANC,Gnar,RekSai,Viktor,Kalista,Thresh,"Gragas, Leblanc, Evelynn",Rumble,LeeSin,Ahri,Lucian,Alistar,"Ryze, Azir, Cassiopeia"
LCK,2015,Summer,Season,ANC,1,0,SKT,Hecarim,Gragas,Viktor,Vayne,Thresh,"Gnar, Azir, Cassiopeia",Rumble,RekSai,Orianna,Sivir,Alistar,"Ryze, Kalista, Leblanc"
LCK,2015,Summer,Season,SKT,1,0,ANC,Rumble,Nunu,Ahri,Kalista,Alistar,"Thresh, Leblanc, Gragas",Gnar,RekSai,Viktor,Vayne,Janna,"Ryze, Azir, Cassiopeia"
LCK,2015,Summer,Season,kt,0,1,KOO,Ryze,Nunu,Orianna,Ezreal,Thresh,"Viktor, Leblanc, Kalista",Rumble,Gragas,Varus,Corki,Alistar,"Sivir, Vayne, Evelynn"
LCK,2015,Summer,Season,KOO,1,0,kt,Riven,Gragas,Varus,Corki,Karma,"Sivir, Kalista, Leblanc",Rumble,Evelynn,Ahri,Draven,Braum,"Viktor, Alistar, Ryze"
LCK,2015,Summer,Season,LZ,0,1,SSB,Maokai,Fizz,Viktor,Vayne,Alistar,"Lulu, Sejuani, Gragas",Rumble,RekSai,Kassadin,Kalista,Nautilus,"Thresh, Ryze, Leblanc"
LCK,2015,Summer,Season,SSB,0,1,LZ,Rumble,RekSai,Viktor,Corki,Braum,"Thresh, Ryze, Alistar",Maokai,Sejuani,Cassiopeia,Sivir,Nautilus,"Kalista, Leblanc, Gragas"
LCK,2015,Summer,Season,SSB,0,1,LZ,Maokai,RekSai,Lulu,KogMaw,Alistar,"Thresh, Cassiopeia, Ryze",Vladimir,Sejuani,Varus,Sivir,Nautilus,"Kalista, Gragas, Leblanc"
LCK,2015,Summer,Season,CJE,0,1,SKT,Maokai,Sejuani,Azir,Sivir,Alistar,"Rumble, Leblanc, RekSai",Gnar,Evelynn,Viktor,Vayne,Janna,"Kalista, Ryze, Gragas"
LCK,2015,Summer,Season,SKT,1,0,CJE,Morgana,RekSai,MasterYi,Kalista,Annie,"Leblanc, Gragas, Maokai",Rumble,Nidalee,Urgot,Sivir,Alistar,"Viktor, Ryze, Gnar"
LCK,2015,Summer,Season,NJE,1,0,SSG,Ryze,Evelynn,Zed,Lucian,Annie,"Nidalee, RekSai, Leblanc",Hecarim,LeeSin,Viktor,Sivir,Nautilus,"Kalista, Alistar, Gragas"
LCK,2015,Summer,Season,SSG,0,1,NJE,Maokai,Nunu,Viktor,Sivir,Thresh,"Zed, Gragas, Vayne",Hecarim,RekSai,Cassiopeia,Lucian,Nautilus,"Kalista, Ryze, Alistar"
LCK,2015,Summer,Season,KOO,1,0,JAG,Maokai,Evelynn,Cassiopeia,Vayne,Alistar,"Leblanc, Gragas, Ryze",Rumble,RekSai,Xerath,Sivir,Nautilus,"Varus, Viktor, Kalista"
LCK,2015,Summer,Season,JAG,1,0,KOO,Rumble,RekSai,Lulu,Sivir,Annie,"Varus, Viktor, Gragas",Maokai,Evelynn,Leblanc,Vayne,Karma,"Alistar, Kalista, Ryze"
LCK,2015,Summer,Season,JAG,0,1,KOO,Rumble,RekSai,Leblanc,Corki,Nautilus,"Varus, Viktor, Cassiopeia",Riven,Gragas,Kassadin,Sivir,Annie,"Kalista, Alistar, Ryze"
LCK,2015,Summer,Season,ANC,0,1,kt,Rumble,Gragas,Varus,Corki,Thresh,"Cassiopeia, Kalista, Ahri",Maokai,RekSai,TwistedFate,Sivir,Annie,"Ryze, Alistar, Leblanc"
LCK,2015,Summer,Season,kt,0,1,ANC,Hecarim,RekSai,Viktor,Corki,Alistar,"Varus, Leblanc, Thresh",Maokai,Gragas,Ahri,Kalista,Kennen,"Ryze, Cassiopeia, Annie"
LCK,2015,Summer,Season,kt,1,0,ANC,Rumble,Rengar,Kassadin,Sivir,Alistar,"Varus, Leblanc, Ahri",Hecarim,Gragas,Viktor,Vayne,Thresh,"Ryze, Kalista, Cassiopeia"
LCK,2015,Summer,Season,JAG,1,0,CJE,Maokai,Nidalee,Viktor,Sivir,Nautilus,"Leblanc, Gragas, Alistar",Hecarim,Evelynn,Ekko,Corki,Annie,"Rumble, RekSai, Kalista"
LCK,2015,Summer,Season,CJE,0,1,JAG,Fizz,RekSai,Leblanc,Vayne,Nautilus,"Rumble, Gragas, Sivir",Maokai,Nidalee,Viktor,Lucian,Janna,"Alistar, Kalista, Hecarim"
LCK,2015,Summer,Season,SSB,0,1,KOO,Maokai,Gragas,Azir,Tristana,Thresh,"Viktor, Annie, Kalista",Rumble,Evelynn,Varus,Sivir,Nautilus,"Alistar, Ryze, Vayne"
LCK,2015,Summer,Season,KOO,1,0,SSB,Hecarim,Evelynn,TwistedFate,Corki,Alistar,"RekSai, Gragas, Sivir",Maokai,Ekko,Fizz,Jinx,Nautilus,"Ryze, Viktor, Kalista"
LCK,2015,Summer,Season,SKT,1,0,LZ,Rumble,RekSai,Azir,Corki,Annie,"Leblanc, Gragas, Maokai",Galio,Sejuani,Varus,Sivir,Janna,"Kalista, Ryze, Alistar"
LCK,2015,Summer,Season,LZ,0,1,SKT,Hecarim,Gragas,Cassiopeia,Lucian,Thresh,"Azir, Ryze, Annie",Rumble,RekSai,Varus,Corki,Alistar,"Leblanc, Kalista, Maokai"
LCK,2015,Summer,Season,ANC,1,0,SSG,Maokai,LeeSin,Kassadin,Sivir,Thresh,"Hecarim, Cassiopeia, Alistar",Gnar,RekSai,Viktor,Corki,Annie,"Gragas, Kalista, Ryze"
LCK,2015,Summer,Season,SSG,0,1,ANC,Rumble,Gragas,Azir,Corki,Bard,"Maokai, Kalista, Thresh",Hecarim,RekSai,Zed,Lucian,Alistar,"Ryze, Cassiopeia, Sivir"
LCK,2015,Summer,Season,kt,1,0,SSB,Riven,RekSai,Viktor,Sivir,Alistar,"Maokai, Kalista, Ekko",Rumble,Gragas,Jayce,Corki,Janna,"Ryze, Hecarim, Annie"
LCK,2015,Summer,Season,SSB,0,1,kt,Fizz,Gragas,Viktor,Tristana,Nautilus,"Hecarim, Alistar, Annie",Irelia,RekSai,Azir,Sivir,Thresh,"Ryze, Maokai, Kalista"
LCK,2015,Summer,Season,CJE,1,0,NJE,Shyvana,Gragas,Viktor,Sivir,Nautilus,"Zed, Riven, Ryze",Hecarim,RekSai,Cassiopeia,Vayne,Alistar,"Maokai, Kalista, Rumble"
LCK,2015,Summer,Season,NJE,1,0,CJE,Hecarim,Evelynn,Cassiopeia,Vayne,Alistar,"Maokai, Rumble, Leblanc",Shyvana,RekSai,Viktor,Sivir,Nautilus,"Gragas, Kalista, Ryze"
LCK,2015,Summer,Season,CJE,0,1,NJE,Rumble,Evelynn,Varus,Corki,Janna,"Vayne, RekSai, Ryze",Gnar,LeeSin,Leblanc,Sivir,Alistar,"Kalista, Maokai, Gragas"
LCK,2015,Summer,Season,SSG,1,0,LZ,Riven,Nidalee,TwistedFate,Sivir,Alistar,"Varus, Thresh, Gragas",Rumble,RekSai,Viktor,Vayne,Annie,"Kalista, Ryze, Leblanc"
LCK,2015,Summer,Season,LZ,0,1,SSG,Vladimir,LeeSin,Viktor,Lucian,Alistar,"Sivir, Ryze, Leblanc",Maokai,Nidalee,Zed,Corki,Nautilus,"Kalista, Varus, Gragas"
LCK,2015,Summer,Season,KOO,1,0,ANC,Ryze,RekSai,Viktor,Sivir,Annie,"Maokai, Hecarim, Alistar",Gragas,LeeSin,Kassadin,Kalista,Kennen,"Azir, Cassiopeia, Evelynn"
LCK,2015,Summer,Season,LZ,0,1,CJE,Hecarim,RekSai,Viktor,Corki,Alistar,"Rumble, Annie, Nautilus",Shen,Gragas,Azir,Sivir,Bard,"Kalista, Ryze, Evelynn"
LCK,2015,Summer,Season,CJE,1,0,LZ,Shen,Gragas,Azir,Corki,Annie,"Vayne, Rumble, RekSai",Hecarim,Ekko,Viktor,Sivir,Alistar,"Kalista, Ryze, Bard"
LCK,2015,Summer,Season,kt,0,1,SKT,Maokai,RekSai,Viktor,Vayne,Janna,"Annie, Ekko, Alistar",Rumble,Evelynn,Orianna,Sivir,Nautilus,"Ryze, Kalista, Gragas"
LCK,2015,Summer,Season,SKT,1,0,kt,Rumble,Evelynn,MasterYi,Corki,Janna,"RekSai, Annie, Alistar",Riven,LeeSin,Fizz,Sivir,Nautilus,"Ryze, Kalista, Gragas"
LCK,2015,Summer,Season,SSB,1,0,ANC,Maokai,Gragas,Lulu,Sivir,Nautilus,"Zed, Ahri, Alistar",Hecarim,Fizz,Ekko,Corki,Thresh,"Azir, Kalista, Ryze"
LCK,2015,Summer,Season,ANC,1,0,SSB,Maokai,RekSai,Ahri,Lucian,Alistar,"Hecarim, Lulu, Gragas",Fizz,LeeSin,Karma,Sivir,Nautilus,"Zed, Kalista, Ryze"
LCK,2015,Summer,Season,ANC,1,0,SSB,Maokai,RekSai,Ahri,Lucian,Annie,"Azir, Lulu, Gragas",Karma,Nidalee,Varus,Sivir,Alistar,"Zed, Kalista, Ryze"
LCK,2015,Summer,Season,JAG,1,0,NJE,Rumble,RekSai,Varus,Kalista,Annie,"Cassiopeia, Alistar, Gragas",Ryze,Evelynn,Viktor,Tristana,Nautilus,"Nidalee, Maokai, Azir"
LCK,2015,Summer,Season,NJE,0,1,JAG,Ryze,Evelynn,Cassiopeia,Lucian,Janna,"Nidalee, Maokai, Annie",Rumble,RekSai,Viktor,Sivir,Nautilus,"Kalista, Alistar, Gragas"
LCK,2015,Summer,Season,CJE,1,0,SSG,Hecarim,RekSai,Azir,Corki,Thresh,"Nidalee, Rumble, Maokai",Shen,Evelynn,Viktor,Sivir,Nautilus,"Gragas, Kalista, Ryze"
LCK,2015,Summer,Season,SSG,0,1,CJE,Hecarim,RekSai,Azir,Corki,Alistar,"Gragas, Shen, Kalista",Maokai,Nunu,Viktor,Sivir,Bard,"Ryze, Rumble, Nidalee"
LCK,2015,Summer,Season,LZ,0,1,KOO,Rumble,Gragas,Varus,Corki,Thresh,"Annie, RekSai, Ryze",Maokai,Evelynn,Ekko,Sivir,Nautilus,"Cassiopeia, Kalista, Alistar"
